"basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt"
"20211116,022100,KR7022100002,포스코 ICT,KOSDAQ,6540,-30,-.46,6570,6640,6480,190393,1246348200,152034729,994307127660"
"20211116,023530,KR7023530009,롯데쇼핑,KOSPI,102500,-500,-.49,102500,104000,102000,40316,4142101500,28288755,2899597387500"
"20211116,024110,KR7024110009,기업은행,KOSPI,11200,50,.45,11100,11200,11050,746300,8316610900,744300587,8336166574400"
"20211116,026960,KR7026960005,동서,KOSPI,34450,-100,-.29,34150,34600,34000,87754,3009487400,99700000,3434665000000"
"20211116,028050,KR7028050003,삼성엔지니어링,KOSPI,22900,-100,-.43,23000,23150,22500,1045430,23770974550,196000000,4488400000000"
"20211116,028260,KR7028260008,삼성물산,KOSPI,114500,0,0,113500,116000,113500,157512,18072854500,186887081,21398570774500"
"20211116,028670,KR7028670008,팬오션,KOSPI,5700,-40,-.7,5700,5740,5620,2402179,13645236960,534569512,3047046218400"
"20211116,029780,KR7029780004,삼성카드,KOSPI,34200,-100,-.29,34200,34350,34050,86566,2958053100,115858891,3962374072200"
"20211116,030000,KR7030000004,제일기획,KOSPI,23500,150,.64,23150,23750,23100,157589,3698857300,115041225,2703468787500"
"20211116,030200,KR7030200000,KT,KOSPI,31100,-350,-1.11,31350,31400,31050,387799,12089388800,261111808,8120577228800"
"20211116,032640,KR7032640005,LG유플러스,KOSPI,14100,0,0,14100,14150,14000,1175534,16547563450,436611361,6156220190100"
"20211116,032830,KR7032830002,삼성생명,KOSPI,67000,600,.9,66200,67200,66000,209123,13938004300,200000000,13400000000000"
"20211116,033780,KR7033780008,KT&G,KOSPI,84800,-200,-.24,84800,85400,84600,570640,48548160800,137292497,11642403745600"
"20211116,034020,KR7034020008,두산중공업,KOSPI,25700,150,.59,25500,26050,25250,7188676,185270032050,518707291,13330777378700"
"20211116,034220,KR7034220004,LG디스플레이,KOSPI,20650,-50,-.24,20850,21100,20500,2185897,45319176300,357815700,7388894205000"
"20211116,034230,KR7034230003,파라다이스,KOSDAQ,16400,-50,-.3,16500,16600,16200,509683,8342153750,90942672,1491459820800"
"20211116,034730,KR7034730002,SK,KOSPI,251000,3000,1.21,248500,260000,248500,479621,122233023000,70360297,17660434547000"
"20211116,035250,KR7035250000,강원랜드,KOSPI,26150,-200,-.76,26200,26350,26000,561109,14673222200,213940500,5594544075000"
"20211116,035420,KR7035420009,NAVER,KOSPI,405500,-5500,-1.34,410000,412500,405000,490783,199916460802,164263395,66608806672500"
"20211116,035720,KR7035720002,카카오,KOSPI,127500,-1500,-1.16,129000,130000,127000,1591390,203309516500,445698246,56826526365000"
"20211116,036460,KR7036460004,한국가스공사,KOSPI,40300,-300,-.74,40700,40800,40050,478227,19303984450,92313000,3720213900000"
"20211116,036570,KR7036570000,엔씨소프트,KOSPI,705000,45000,6.82,670000,712000,660000,881816,604757411000,21954022,15477585510000"
"20211116,039490,KR7039490008,키움증권,KOSPI,110500,-1500,-1.34,110500,112000,110000,46679,5170380000,26219513,2897256186500"
"20211116,042660,KR7042660001,대우조선해양,KOSPI,26350,50,.19,26200,26700,25600,470867,12308958550,107290669,2827109128150"
"20211116,042700,KR7042700005,한미반도체,KOSPI,34650,200,.58,34600,35250,34150,940120,32668968450,49459877,1713784738050"
"20211116,047040,KR7047040001,대우건설,KOSPI,6230,-40,-.64,6260,6260,6160,1018493,6330281740,415622638,2589329034740"
"20211116,047050,KR7047050000,포스코인터내셔널,KOSPI,20450,-100,-.49,20550,20750,20300,405664,8316108950,123375149,2523021797050"
"20211116,047810,KR7047810007,한국항공우주,KOSPI,30700,350,1.15,30500,30900,30150,405862,12426275800,97475107,2992485784900"
"20211116,051600,KR7051600005,한전KPS,KOSPI,44700,-50,-.11,44200,45150,43500,369110,16369271400,45000000,2011500000000"
"20211116,051900,KR7051900009,LG생활건강,KOSPI,1219000,14000,1.16,1206000,1228000,1202000,23177,28216314000,15618197,19038582143000"
"20211116,051910,KR7051910008,LG화학,KOSPI,777000,12000,1.57,773000,785000,765000,188716,146698935117,70592343,54850250511000"
"20211116,052690,KR7052690005,한전기술,KOSPI,103500,5600,5.72,97100,106500,95200,1383551,140361793600,38220000,3955770000000"
"20211116,055550,KR7055550008,신한지주,KOSPI,38350,550,1.46,37750,38350,37450,1113970,42253552550,516599554,19811592895900"
"20211116,064350,KR7064350002,현대로템,KOSPI,21850,150,.69,21900,21900,21500,552074,11993618400,109142293,2384759102050"
"20211116,066570,KR7066570003,LG전자,KOSPI,124000,-500,-.4,124500,125500,123000,565313,70138007500,163647814,20292328936000"
"20211116,066970,KR7066970005,엘앤에프,KOSDAQ,231500,-600,-.26,229000,239500,224000,979443,228536742800,34810264,8058576116000"
"20211116,068270,KR7068270008,셀트리온,KOSPI,229000,-4000,-1.72,232000,235000,226000,1009172,232415514500,137934716,31587049964000"
"20211116,069260,KR7069260008,휴켐스,KOSPI,23650,-200,-.84,24050,24100,23600,265366,6303971150,40878588,966778606200"
"20211116,069620,KR7069620003,대웅제약,KOSPI,145000,-500,-.34,144000,146500,142000,27142,3920808000,11586575,1680053375000"
"20211116,069960,KR7069960003,현대백화점,KOSPI,78600,-1100,-1.38,79700,79700,78200,97623,7681464400,23402441,1839431862600"
"20211116,071050,KR7071050009,한국금융지주,KOSPI,89700,1100,1.24,87900,89900,87700,189163,16857205600,55725992,4998621482400"
"20211116,071320,KR7071320006,지역난방공사,KOSPI,39850,0,0,39850,39950,39450,10691,423365500,11578744,461412948400"
"20211116,071970,KR7071970008,STX중공업,KOSPI,5280,-150,-2.76,5440,5460,5240,188605,1005516170,28365976,149772353280"
"20211116,073240,KR7073240004,금호타이어,KOSPI,4975,-345,-6.48,5180,5180,4920,937311,4690455810,287260287,1429119927825"
"20211116,078930,KR7078930005,GS,KOSPI,42150,-550,-1.29,42400,42900,42000,152961,6469089500,92915378,3916383182700"
"20211116,079550,KR7079550000,LIG넥스원,KOSPI,49950,1100,2.25,49000,50500,48700,178318,8874180750,22000000,1098900000000"
"20211116,081660,KR7081660003,휠라홀딩스,KOSPI,37950,0,0,38200,38750,37800,695205,26592060800,60752222,2305546824900"
"20211116,082740,KR7082740002,HSD엔진,KOSPI,8150,-20,-.24,8060,8200,8060,241168,1963174410,46721246,380778154900"
"20211116,086280,KR7086280005,현대글로비스,KOSPI,161500,-1500,-.92,163000,163500,160500,126036,20390453000,37500000,6056250000000"
"20211116,086790,KR7086790003,하나금융지주,KOSPI,43850,350,.8,43350,43850,43050,847858,36880026000,300242062,13165614418700"
"20211116,088350,KR7088350004,한화생명,KOSPI,3375,40,1.2,3335,3390,3315,1285239,4320722010,868530000,2931288750000"
"20211116,090430,KR7090430000,아모레퍼시픽,KOSPI,185000,500,.27,183500,185500,182000,128080,23571640500,58492759,10821160415000"
"20211116,093370,KR7093370005,후성,KOSPI,24550,-350,-1.41,24750,26650,24050,12003344,300341536100,92606819,2273497406450"
"20211116,096770,KR7096770003,SK이노베이션,KOSPI,229000,500,.22,229000,232500,226500,229030,52654335000,92465564,21174614156000"
"20211116,097950,KR7097950000,CJ제일제당,KOSPI,373000,0,0,371000,376000,369000,30163,11248402500,15054186,5615211378000"
"20211116,103140,KR7103140000,풍산,KOSPI,32400,-400,-1.22,32600,32600,32150,77147,2496975150,28024278,907986607200"
"20211116,105560,KR7105560007,KB금융,KOSPI,56900,600,1.07,56400,56900,55900,834355,47201829900,415807920,23659470648000"
"20211116,111770,KR7111770004,영원무역,KOSPI,46700,1750,3.89,44600,46900,44450,248762,11491560250,44311468,2069345555600"
"20211116,112610,KR7112610001,씨에스윈드,KOSPI,65000,2500,4,62500,66400,62000,567563,36923049100,42171403,2741141195000"
"20211116,120110,KR7120110002,코오롱인더,KOSPI,80200,-800,-.99,81000,81000,79700,225837,18105886400,27519091,2207031098200"
"20211116,128940,KR7128940004,한미약품,KOSPI,274000,-2000,-.72,274500,277500,271500,29673,8144644000,12078282,3309449268000"
"20211116,137310,KR7137310009,에스디바이오센서,KOSPI,53300,1700,3.29,51900,53400,51600,1281280,67590285700,103271353,5504363114900"
"20211116,138040,KR7138040001,메리츠금융지주,KOSPI,34100,-50,-.15,34500,34500,33800,102009,3485483000,134011294,4569785125400"
"20211116,138930,KR7138930003,BNK금융지주,KOSPI,8650,100,1.17,8580,8650,8500,1138997,9785715810,325935246,2819339877900"
"20211116,139130,KR7139130009,DGB금융지주,KOSPI,9790,70,.72,9730,9790,9680,267318,2601274730,169145833,1655937705070"
"20211116,139480,KR7139480008,이마트,KOSPI,162000,-500,-.31,162500,163500,160000,79510,12892130000,27875819,4515882678000"
"20211116,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,42450,150,.35,41400,42650,41350,167141,7052135750,123875069,5258496679050"
"20211116,161890,KR7161890009,한국콜마,KOSPI,42200,-750,-1.75,42850,42850,41900,94244,3970108050,22881180,965585796000"
"20211116,175330,KR7175330000,JB금융지주,KOSPI,8550,90,1.06,8440,8550,8380,329878,2790598670,196982894,1684203743700"
"20211116,180640,KR7180640005,한진칼,KOSPI,57600,-900,-1.54,57700,58700,57500,47678,2763919800,66738873,3844159084800"
"20211116,185750,KR7185750007,종근당,KOSPI,118000,500,.43,117000,118500,115000,28619,3347704000,11426099,1348279682000"
"20211116,192080,KR7192080000,더블유게임즈,KOSPI,68000,-100,-.15,67700,68800,67100,405575,27509204600,18374502,1249466136000"
"20211116,192820,KR7192820009,코스맥스,KOSPI,104500,-2000,-1.88,106500,108000,103500,105109,11025158500,11349509,1186023690500"
"20211116,204320,KR7204320006,만도,KOSPI,60500,-1300,-2.1,61500,61600,60100,349959,21283859000,46957120,2840905760000"
"20211116,207940,KR7207940008,삼성바이오로직스,KOSPI,872000,8000,.93,866000,875000,851000,45731,39758842000,66165000,57695880000000"
"20211116,241560,KR7241560002,두산밥캣,KOSPI,43300,-300,-.69,44000,44050,42750,204982,8859786650,100249166,4340788887800"
"20211116,251270,KR7251270005,넷마블,KOSPI,135000,3500,2.66,131500,135000,131000,329879,44130350000,85953502,11603722770000"
"20211116,259960,KR7259960003,크래프톤,KOSPI,547000,-1000,-.18,548000,563000,538000,540891,298316376000,48956545,26779230115000"
"20211116,267250,KR7267250009,현대중공업지주,KOSPI,60300,-600,-.99,60500,60900,59800,165813,9983103300,78993085,4763283025500"
"20211116,267260,KR7267260008,현대일렉트릭,KOSPI,25400,1600,6.72,24250,25450,24150,677263,16960897950,36047135,915597229000"
"20211116,267270,KR7267270007,현대건설기계,KOSPI,40800,-350,-.85,40900,40950,40500,39837,1621044150,19700793,803792354400"
"20211116,268280,KR7268280005,미원에스씨,KOSPI,217500,2000,.93,216000,220500,214500,1747,378874000,5100000,1109250000000"
"20211116,271560,KR7271560005,오리온,KOSPI,108000,-2500,-2.26,110500,111000,108000,161672,17634350000,39536132,4269902256000"
"20211116,272210,KR7272210006,한화시스템,KOSPI,15650,-100,-.63,15750,15900,15450,466759,7322688200,188919389,2956588437850"
"20211116,280360,KR7280360009,롯데제과,KOSPI,121500,0,0,121000,121500,120500,1695,205249500,6416717,779631115500"
"20211116,282330,KR7282330000,BGF리테일,KOSPI,163000,-2500,-1.51,163500,165500,162500,14703,2404566500,17283906,2817276678000"
"20211116,285130,KR7285130001,SK케미칼,KOSPI,150500,-2000,-1.31,152000,155000,150000,129238,19622516000,17620780,2651927390000"
"20211116,298020,KR7298020009,효성티앤씨,KOSPI,549000,-11000,-1.96,555000,556000,538000,27921,15243766000,4327682,2375897418000"
"20211116,298040,KR7298040007,효성중공업,KOSPI,67400,-100,-.15,67000,67900,67000,28659,1925938500,9324548,628474535200"
"20211116,298050,KR7298050006,효성첨단소재,KOSPI,647000,-3000,-.46,653000,654000,635000,53091,34113364000,4479948,2898526356000"
"20211116,300720,KR7300720000,한일시멘트,KOSPI,21000,650,3.19,20200,21450,20000,788661,16394886950,69261540,1454492340000"
"20211116,302440,KR7302440003,SK바이오사이언스,KOSPI,245000,3000,1.24,247000,252500,243000,591178,146200394500,76500000,18742500000000"
"20211116,307950,KR7307950006,현대오토에버,KOSPI,113500,-3500,-2.99,116500,116500,112500,51340,5858496500,27423982,3112621957000"
"20211116,316140,KR7316140003,우리금융지주,KOSPI,13550,100,.74,13350,13550,13350,1505453,20281173950,728060549,9865220438950"
"20211116,323410,KR7323410001,카카오뱅크,KOSPI,62500,100,.16,62400,62500,61100,1108396,68826772100,475100237,29693764812500"
"20211116,326030,KR7326030004,SK바이오팜,KOSPI,104000,2000,1.96,102000,104000,100500,204919,21030500500,78313250,8144578000000"
"20211116,329180,KR7329180004,현대중공업,KOSPI,111500,-2500,-2.19,114500,114500,111000,145772,16360635000,88773116,9898202434000"
"20211116,352820,KR7352820005,하이브,KOSPI,414000,7000,1.72,410000,418000,404500,318155,131304616500,39050817,16167038238000"
"20211116,361610,KR7361610009,SK아이이테크놀로지,KOSPI,169500,-9500,-5.31,170000,172500,167500,4696691,784808591000,71297592,12084941844000"
"20211116,375500,KR7375500006,DL이앤씨,KOSPI,127500,-2000,-1.54,129000,129500,126000,116992,14900804500,19358738,2468239095000"
"20211116,377300,KR7377300009,카카오페이,KOSPI,166500,3500,2.15,163500,170000,160000,497032,82289573500,130367125,21706126312500"
"20211116,383220,KR7383220001,F&F,KOSPI,913000,16000,1.78,896000,925000,889000,54993,49982003000,7661415,6994871895000"
"20211117,000080,KR7000080002,하이트진로,KOSPI,33500,-700,-2.05,34100,34100,33300,250336,8389683250,70133611,2349475968500"
"20211117,000100,KR7000100008,유한양행,KOSPI,59100,-800,-1.34,59900,60300,59100,144670,8581553300,69972959,4135401876900"
"20211117,000120,KR7000120006,CJ대한통운,KOSPI,137500,-3000,-2.14,139000,139500,137500,18157,2509709500,22812344,3136697300000"
"20211117,000150,KR7000150003,두산,KOSPI,145500,7500,5.43,138000,147000,136500,149446,21447508000,16523835,2404217992500"
"20211117,000210,KR7000210005,DL,KOSPI,60900,-2900,-4.55,63800,64300,60500,275803,17003744500,20955884,1276213335600"
"20211117,000240,KR7000240002,한국앤컴퍼니,KOSPI,16500,-600,-3.51,17000,17000,16450,140337,2341358850,94935240,1566431460000"
"20211117,000270,KR7000270009,기아,KOSPI,84000,-200,-.24,84500,84700,83000,1630225,136669932900,405363347,34050521148000"
"20211117,000660,KR7000660001,SK하이닉스,KOSPI,110500,-1500,-1.34,113000,113000,110000,3062491,338946492000,728002365,80444261332500"
"20211117,000670,KR7000670000,영풍,KOSPI,659000,-25000,-3.65,686000,686000,657000,2333,1564552000,1842040,1213904360000"
"20211117,000720,KR7000720003,현대건설,KOSPI,49150,-1050,-2.09,50200,50400,49000,450497,22250934400,111355765,5473135849750"
"20211117,000810,KR7000810002,삼성화재,KOSPI,220000,-9000,-3.93,225500,226500,217000,153575,33778256500,47374837,10422464140000"
"20211117,000880,KR7000880005,한화,KOSPI,32050,50,.16,32000,32150,31800,277032,8846005100,74958735,2402427456750"
"20211117,000990,KR7000990002,DB하이텍,KOSPI,67400,1400,2.12,66600,67600,65100,1411964,94108935500,44398588,2992464831200"
"20211117,001040,KR7001040005,CJ,KOSPI,89700,-2000,-2.18,91700,92300,89500,114131,10305793100,29176998,2617176720600"
"20211117,001430,KR7001430008,세아베스틸,KOSPI,19950,-950,-4.55,20700,20850,19750,145428,2911073300,35862119,715449274050"
"20211117,001440,KR7001440007,대한전선,KOSPI,1920,-35,-1.79,1970,2030,1905,10399035,20186543405,856473009,1644428177280"
"20211117,001450,KR7001450006,현대해상,KOSPI,25250,-550,-2.13,25600,25700,25100,445887,11264308300,89400000,2257350000000"
"20211117,001680,KR7001680008,대상,KOSPI,23600,-400,-1.67,23950,24000,23600,102679,2435076600,34648025,817693390000"
"20211117,001800,KR7001800002,오리온홀딩스,KOSPI,15850,-250,-1.55,16000,16100,15800,87294,1387292150,62645422,992929938700"
"20211117,002030,KR7002030005,아세아,KOSPI,120000,-3500,-2.83,124000,124000,119500,6493,784101500,2191024,262922880000"
"20211117,002380,KR7002380004,KCC,KOSPI,305000,-7000,-2.24,312500,316000,304000,45167,13907440500,8886471,2710373655000"
"20211117,002790,KR7002790004,아모레G,KOSPI,47550,-1050,-2.16,48250,48600,47500,136167,6494534550,82458180,3920886459000"
"20211117,002840,KR7002840007,미원상사,KOSPI,206500,-1500,-.72,207500,207500,206000,1707,352748000,4970000,1026305000000"
"20211117,003030,KR7003030004,세아제강지주,KOSPI,108500,-10500,-8.82,118000,118000,106500,70828,7807347500,4141657,449369784500"
"20211117,003090,KR7003090008,대웅,KOSPI,31500,-950,-2.93,32100,32450,31400,59437,1884462550,58141980,1831472370000"
"20211117,003230,KR7003230000,삼양식품,KOSPI,80800,0,0,80300,81100,80000,16377,1320782400,7533015,608667612000"
"20211117,003240,KR7003240009,태광산업,KOSPI,973000,-33000,-3.28,1006000,1006000,973000,1491,1460558000,1113400,1083338200000"
"20211117,003490,KR7003490000,대한항공,KOSPI,29850,-600,-1.97,30450,30450,29850,2419449,72583114050,347820825,10382451626250"
"20211117,003550,KR7003550001,LG,KOSPI,88100,-1600,-1.78,89100,90000,88000,281523,24901598100,157300993,13858217483300"
"20211117,003670,KR7003670007,포스코케미칼,KOSPI,143000,-2500,-1.72,146500,148000,142000,302508,43629127000,77463220,11077240460000"
"20211117,004000,KR7004000006,롯데정밀화학,KOSPI,79900,-2100,-2.56,82000,82000,79700,176197,14173186900,25800000,2061420000000"
"20211117,004020,KR7004020004,현대제철,KOSPI,40200,-1000,-2.43,41300,41900,40200,504644,20472994250,133445785,5364520557000"
"20211117,004170,KR7004170007,신세계,KOSPI,239000,0,0,239000,240000,235000,89611,21201234500,9845181,2352998259000"
"20211117,004370,KR7004370003,농심,KOSPI,285000,-5000,-1.72,290000,291000,284000,17105,4892814000,6082642,1733552970000"
"20211117,004990,KR7004990008,롯데지주,KOSPI,32600,-350,-1.06,32950,33000,32550,93293,3049540150,104909237,3420041126200"
"20211117,005300,KR7005300009,롯데칠성,KOSPI,139000,-1000,-.71,138000,141000,136000,32257,4467065500,9278884,1289764876000"
"20211117,005380,KR7005380001,현대차,KOSPI,207000,500,.24,206500,209000,203000,715192,147041821000,213668187,44229314709000"
"20211117,005420,KR7005420005,코스모화학,KOSPI,16800,-50,-.3,17200,17200,16250,622251,10431790100,27860157,468050637600"
"20211117,005490,KR7005490008,POSCO,KOSPI,276000,-7500,-2.65,284500,284500,275500,407594,113317780500,87186835,24063566460000"
"20211117,005830,KR7005830005,DB손해보험,KOSPI,56700,-3100,-5.18,58900,59800,56000,279743,15888061200,70800000,4014360000000"
"20211117,005850,KR7005850003,에스엘,KOSPI,33400,1300,4.05,32500,34250,31900,225306,7506931250,48203277,1609989451800"
"20211117,005930,KR7005930003,삼성전자,KOSPI,70700,-600,-.84,71300,71600,70600,11027606,782835405900,5969782550,422063626285000"
"20211117,005940,KR7005940002,NH투자증권,KOSPI,13100,-200,-1.5,13250,13250,13000,505110,6611016200,297033887,3891143919700"
"20211117,006040,KR7006040000,동원산업,KOSPI,221500,-5500,-2.42,228500,228500,221500,5431,1210175500,3677641,814597481500"
"20211117,006260,KR7006260004,LS,KOSPI,55000,-2500,-4.35,57500,57600,54900,235245,13097210700,32200000,1771000000000"
"20211117,006280,KR7006280002,녹십자,KOSPI,232500,-9500,-3.93,244000,244500,231000,134280,31456083500,11686538,2717120085000"
"20211117,006400,KR7006400006,삼성SDI,KOSPI,762000,2000,.26,768000,772000,757000,164395,125397551000,68764530,52398571860000"
"20211117,006650,KR7006650006,대한유화,KOSPI,180500,-1500,-.82,182000,183000,178000,34866,6289969000,6500000,1173250000000"
"20211117,006800,KR7006800007,미래에셋증권,KOSPI,9070,-270,-2.89,9340,9340,9010,2076162,18919244070,635316408,5762319820560"
"20211117,007070,KR7007070006,GS리테일,KOSPI,32900,-100,-.3,32750,33000,32600,233433,7653083400,104717922,3445219633800"
"20211117,007310,KR7007310006,오뚜기,KOSPI,460500,-10500,-2.23,470000,470000,459500,5641,2607427500,3671981,1690947250500"
"20211117,007340,KR7007340003,디티알오토모티브,KOSPI,64700,-500,-.77,65200,65700,62800,31499,2022641400,9994005,646612123500"
"20211117,007660,KR7007660004,이수페타시스,KOSPI,4650,-80,-1.69,4640,4825,4595,1556066,7321567945,41268398,191898050700"
"20211117,008730,KR7008730004,율촌화학,KOSPI,20500,-450,-2.15,20650,20750,20400,38099,782187300,24800000,508400000000"
"20211117,008770,KR7008770000,호텔신라,KOSPI,80400,-800,-.99,81200,81300,80200,336908,27092359400,39248121,3155548928400"
"20211117,008930,KR7008930000,한미사이언스,KOSPI,55900,-2000,-3.45,57600,58000,55700,65464,3691290400,67304611,3762327754900"
"20211117,009150,KR7009150004,삼성전기,KOSPI,167500,500,.3,170000,171500,167000,352563,59563639500,74693696,12511194080000"
"20211117,009240,KR7009240003,한샘,KOSPI,88000,1200,1.38,90300,92000,87600,203680,18133285100,23533928,2070985664000"
"20211117,009420,KR7009420001,한올바이오파마,KOSPI,20250,-600,-2.88,20900,21000,20150,198637,4053462800,52240638,1057872919500"
"20211117,009540,KR7009540006,한국조선해양,KOSPI,98600,-2400,-2.38,101000,102000,98500,193430,19241158700,70773116,6978229237600"
"20211117,009830,KR7009830001,한화솔루션,KOSPI,35550,-950,-2.6,36200,36450,35500,771650,27597298150,191278497,6799950568350"
"20211117,009970,KR7009970005,영원무역홀딩스,KOSPI,49250,-950,-1.89,50200,51300,49000,20689,1031738050,13635592,671552906000"
"20211117,010060,KR7010060002,OCI,KOSPI,116500,-3500,-2.92,120500,120500,116000,270714,31743792500,23849371,2778451721500"
"20211117,010120,KR7010120004,LS ELECTRIC,KOSPI,57000,-1600,-2.73,58600,58700,56900,90704,5204219500,30000000,1710000000000"
"20211117,010130,KR7010130003,고려아연,KOSPI,493500,-11500,-2.28,501000,503000,493500,48038,23870449000,18870000,9312345000000"
"20211117,010140,KR7010140002,삼성중공업,KOSPI,5730,-40,-.69,5830,5840,5730,2994348,17281092480,630000000,3609900000000"
"20211117,010950,KR7010950004,S-Oil,KOSPI,90400,-4000,-4.24,94500,96000,90100,584414,53415039500,112582792,10177484396800"
"20211117,011070,KR7011070000,LG이노텍,KOSPI,271000,2000,.74,273500,279500,267000,496433,135547478000,23667107,6413785997000"
"20211117,011170,KR7011170008,롯데케미칼,KOSPI,211500,-4500,-2.08,216500,217500,209000,138323,29195496000,34275419,7249251118500"
"20211117,011200,KR7011200003,HMM,KOSPI,25850,-1000,-3.72,26850,26900,25600,5573705,145054374500,489039496,12641670971600"
"20211117,011210,KR7011210002,현대위아,KOSPI,78000,400,.52,77900,79100,76500,220972,17156547900,27195083,2121216474000"
"20211117,011780,KR7011780004,금호석유,KOSPI,162500,-5000,-2.99,167500,168000,162000,219222,35825136500,30467691,4950999787500"
"20211117,011790,KR7011790003,SKC,KOSPI,169500,-500,-.29,171000,173000,168500,222482,37775905000,37868298,6418676511000"
"20211117,012330,KR7012330007,현대모비스,KOSPI,241000,-1500,-.62,243000,243000,239000,271163,65197149500,94793094,22845135654000"
"20211117,012450,KR7012450003,한화에어로스페이스,KOSPI,42800,800,1.9,42150,43250,41450,481822,20541988600,50630000,2166964000000"
"20211117,012750,KR7012750006,에스원,KOSPI,81900,-900,-1.09,82400,83100,81800,57139,4694533000,37999178,3112132678200"
"20211117,014680,KR7014680003,한솔케미칼,KOSPI,301000,-7000,-2.27,307000,309500,299500,120092,36400772750,11335195,3411893695000"
"20211117,014820,KR7014820005,동원시스템즈,KOSPI,49650,-450,-.9,50000,50500,49300,37216,1849339100,29188411,1449204606150"
"20211117,015760,KR7015760002,한국전력,KOSPI,22400,-400,-1.75,22800,22900,22400,2171158,48888454250,641964077,14379995324800"
"20211117,016360,KR7016360000,삼성증권,KOSPI,47800,-900,-1.85,49000,49000,47650,257500,12375253900,89300000,4268540000000"
"20211117,017670,KR7017670001,SK텔레콤,KOSPI,309500,0,0,0,0,0,0,0,72060143,22302614258500"
"20211117,017800,KR7017800004,현대엘리베이,KOSPI,46550,-1050,-2.21,47050,47500,46550,180740,8455949050,40815191,1899947141050"
"20211117,017960,KR7017960006,한국카본,KOSPI,10900,-300,-2.68,11200,11200,10800,498877,5466088600,43960757,479172251300"
"20211117,018260,KR7018260000,삼성에스디에스,KOSPI,155000,-4500,-2.82,158500,160000,154500,102726,16075065500,77377800,11993559000000"
"20211117,018880,KR7018880005,한온시스템,KOSPI,13750,-50,-.36,13800,14200,13600,899438,12384943525,533800000,7339750000000"
"20211117,021240,KR7021240007,코웨이,KOSPI,76400,-2500,-3.17,78100,79000,76100,177332,13614594300,73799619,5638290891600"
"20211117,022100,KR7022100002,포스코 ICT,KOSDAQ,6370,-170,-2.6,6540,6540,6350,271785,1742411780,152034729,968461223730"
"20211117,023530,KR7023530009,롯데쇼핑,KOSPI,101000,-1500,-1.46,102500,103000,100500,53093,5381144000,28288755,2857164255000"
"20211117,024110,KR7024110009,기업은행,KOSPI,11050,-150,-1.34,11150,11150,10950,1369800,15140249550,744300587,8224521486350"
"20211117,026960,KR7026960005,동서,KOSPI,34400,-50,-.15,34200,34750,34000,92713,3187288450,99700000,3429680000000"
"20211117,028050,KR7028050003,삼성엔지니어링,KOSPI,22250,-650,-2.84,22950,23050,22150,1501502,33550635950,196000000,4361000000000"
"20211117,028260,KR7028260008,삼성물산,KOSPI,112000,-2500,-2.18,114500,115000,112000,256040,28898687000,186887081,20931353072000"
"20211117,028670,KR7028670008,팬오션,KOSPI,5500,-200,-3.51,5670,5760,5450,5118507,28451305760,534569512,2940132316000"
"20211117,029780,KR7029780004,삼성카드,KOSPI,34300,100,.29,34050,34300,34000,93497,3196413950,115858891,3973959961300"
"20211117,030000,KR7030000004,제일기획,KOSPI,23100,-400,-1.7,23250,23450,22950,222264,5140277500,115041225,2657452297500"
"20211117,030200,KR7030200000,KT,KOSPI,30600,-500,-1.61,31000,31050,30550,565332,17357817050,261111808,7990021324800"
"20211117,032640,KR7032640005,LG유플러스,KOSPI,14050,-50,-.35,14100,14150,13900,1378127,19291455650,436611361,6134389622050"
"20211117,032830,KR7032830002,삼성생명,KOSPI,65900,-1100,-1.64,66900,67300,65600,373096,24626801100,200000000,13180000000000"
"20211117,033780,KR7033780008,KT&G,KOSPI,84300,-500,-.59,84500,85000,83900,556566,46898546100,137292497,11573757497100"
"20211117,034020,KR7034020008,두산중공업,KOSPI,25400,-300,-1.17,26050,26700,25350,11749178,305090793100,518707291,13175165191400"
"20211117,034220,KR7034220004,LG디스플레이,KOSPI,21700,1050,5.08,20950,21700,20800,6148243,131452923300,357815700,7764600690000"
"20211117,034230,KR7034230003,파라다이스,KOSDAQ,15900,-500,-3.05,16350,16350,15800,728918,11652024650,90942672,1445988484800"
"20211117,034730,KR7034730002,SK,KOSPI,254500,3500,1.39,259000,262500,254000,485404,125448797000,70360297,17906695586500"
"20211117,035250,KR7035250000,강원랜드,KOSPI,25600,-550,-2.1,26000,26150,25500,1015859,26093050800,213940500,5476876800000"
"20211117,035420,KR7035420009,NAVER,KOSPI,401000,-4500,-1.11,406000,406500,399000,540444,216815413500,164263395,65869621395000"
"20211117,035720,KR7035720002,카카오,KOSPI,125000,-2500,-1.96,128000,129000,125000,1675657,210978235500,445698246,55712280750000"
"20211117,036460,KR7036460004,한국가스공사,KOSPI,39650,-650,-1.61,40350,40650,39450,429693,17176411850,92313000,3660210450000"
"20211117,036570,KR7036570000,엔씨소프트,KOSPI,725000,20000,2.84,713000,739000,712000,595201,433127432000,21954022,15916665950000"
"20211117,039490,KR7039490008,키움증권,KOSPI,108000,-2500,-2.26,110500,111500,107500,64529,6992644000,26219513,2831707404000"
